emp_no,first_name,last_name,salary,title,from_date
41081,Faiza,Mikschl,40000,Senior Engineer,1986-01-21
446100,Faiza,Mitina,40000,Senior Engineer,1988-06-03
261615,Faiza,Nittel,50486,Senior Staff,1992-05-08
423168,Faiza,Oehlmann,41265,Senior Staff,1998-10-27
203180,Faiza,Peac,74505,Senior Staff,1996-12-25
259411,Faiza,Perry,40000,Senior Staff,1993-01-21
425599,Faiza,Perz,62880,Senior Engineer,1996-01-08
245338,Faiza,Piazza,41300,Technique Leader,1985-09-18
421128,Faiza,Polupanov,64898,Senior Staff,1999-10-05
109643,Faiza,Ratzlaff,55418,Senior Staff,1998-04-27
22702,Faiza,Reeken,40000,Senior Engineer,1985-06-21
496017,Faiza,Rodham,50839,Senior Staff,1993-05-30
23822,Faiza,Rosar,57773,Senior Engineer,1991-06-01
208710,Faiza,Schmezko,60554,Senior Engineer,1985-03-30
236767,Faiza,Stifter,40814,Engineer,1995-05-10
226601,Faiza,Strehl,57186,Senior Engineer,1994-04-26
42892,Faiza,Suppi,40000,Senior Staff,1998-09-05
209418,Faiza,Thimonier,70913,Senior Engineer,1993-01-16
39759,Faiza,Varker,50964,Senior Staff,1988-05-01
427157,Faiza,Werthner,71553,Senior Staff,1993-02-24
59507,Falguni,Bala,46933,Senior Staff,1992-03-12
26598,Falguni,Birsak,40000,Senior Staff,1988-10-05
21851,Falguni,Budinsky,68104,Senior Staff,1993-05-09
234237,Falguni,Bugrara,50725,Senior Engineer,2000-04-30
238505,Falguni,Camurati,71621,Senior Staff,1997-12-05
269987,Falguni,Crouzet,54653,Senior Staff,1993-02-02
465524,Falguni,Falck,40000,Senior Staff,1991-06-15
419002,Falguni,Felcyn,40000,Senior Staff,1995-12-06
238177,Falguni,Hertweck,52270,Senior Engineer,1989-03-02
26379,Falguni,Hutton,56819,Senior Engineer,1987-11-03
74888,Falguni,Jansen,40000,Senior Engineer,1994-11-12
210110,Falguni,Jullig,40000,Senior Engineer,1994-11-06
88722,Falguni,Lagarias,56299,Engineer,1996-09-27
436965,Falguni,Leijenhorst,64942,Senior Engineer,1993-06-22
227969,Falguni,Mandell,82501,Staff,1999-10-19
49624,Falguni,Mitsuhashi,40000,Engineer,2002-01-07
235282,Falguni,Munch,40000,Engineer,1997-06-08
245527,Falguni,Nourani,47425,Senior Engineer,1991-03-27
422447,Falguni,Peres,46295,Technique Leader,1985-04-06
412949,Falguni,Plotkin,55408,Senior Engineer,1998-04-11
259860,Falguni,Polajnar,40537,Senior Staff,1989-02-23
25362,Falguni,Ponthieu,52215,Senior Engineer,1996-05-23
492844,Falguni,Prenel,40000,Senior Staff,1990-12-12
242348,Falguni,Puoti,40000,Senior Engineer,1993-01-07
218991,Falguni,Pusterhofer,40000,Senior Staff,1996-07-07
489410,Falguni,Ratnakar,66310,Senior Staff,1991-05-02
473100,Falguni,Speer,64632,Senior Engineer,1991-02-14
85017,Falguni,Swiler,98339,Senior Staff,1991-07-12
234230,Falguni,Waymire,47220,Senior Engineer,1993-12-22
47553,Falguni,Zallocco,68388,Engineer,1999-10-07
438153,Fan,Akazan,40000,Senior Engineer,1995-10-07
39729,Fan,Awdeh,40000,Senior Engineer,1993-06-21
497343,Fan,Bael,40000,Senior Engineer,1996-02-03
269914,Fan,Baer,42629,Senior Engineer,1993-04-28
28344,Fan,Barriga,72407,Senior Staff,1991-05-13
464033,Fan,Beilner,40000,Senior Engineer,1993-06-02
237740,Fan,Birrer,41659,Engineer,1995-04-29
215747,Fan,Czap,41216,Senior Engineer,1997-04-02
108616,Fan,Feldmann,60258,Senior Engineer,1995-03-17
299219,Fan,Gunderson,47593,Senior Engineer,1995-07-28
292743,Fan,Itzfeldt,40000,Staff,1995-06-15
430461,Fan,Lichtner,64209,Senior Staff,1997-06-07
11628,Fan,Malinowski,43966,Senior Engineer,1997-10-23
24752,Fan,Mersereau,43763,Technique Leader,1998-02-09
103563,Fan,Msuda,40001,Senior Engineer,1990-04-10
17339,Fan,Mullainathan,58306,Engineer,1999-10-03
15329,Fan,Openshaw,41839,Engineer,1997-08-16
247055,Fan,Peris,52756,Senior Engineer,1995-04-18
249193,Fan,Radhakrishnan,58936,Senior Engineer,1991-05-27
273773,Fan,Seuren,40000,Senior Staff,1992-09-26
475265,Fan,Simkin,41475,Senior Engineer,1993-03-08
14971,Fan,Simmen,55187,Senior Staff,1991-03-25
215855,Fan,Snedden,56353,Senior Engineer,1988-10-16
242123,Fan,Talmon,40000,Senior Staff,1993-03-03
482194,Fan,Tasistro,51211,Senior Engineer,1993-11-17
100072,Fan,Zeleznik,40248,Engineer,1997-06-17
461318,Fatemeh,Aamodt,54091,Senior Staff,1995-05-07
407906,Fatemeh,Androutsos,47196,Staff,1997-02-24
274625,Fatemeh,Assaf,80053,Senior Staff,1987-07-19
476454,Fatemeh,Baca,52767,Senior Engineer,1991-02-20
44193,Fatemeh,Billingsley,40000,Senior Engineer,1999-01-03
261673,Fatemeh,Birta,51116,Engineer,1998-11-24
235545,Fatemeh,Collette,40000,Senior Engineer,1992-07-06
21547,Fatemeh,Crooks,40000,Senior Engineer,1998-05-16
415123,Fatemeh,Fontet,40000,Senior Engineer,1993-08-18
104801,Fatemeh,Hardjono,44627,Senior Staff,1987-11-01
262511,Fatemeh,Jansen,44780,Engineer,1999-02-25
298384,Fatemeh,Jiang,40000,Senior Staff,1996-05-23
87793,Fatemeh,Kakkar,59338,Senior Staff,2001-07-21
438212,Fatemeh,Luce,62011,Engineer,1996-01-22
477483,Fatemeh,Luga,40000,Senior Engineer,1995-12-08
26905,Fatemeh,Markovitch,71078,Senior Staff,1994-10-27
44301,Fatemeh,Nivat,41760,Senior Engineer,1993-11-06
439168,Fatemeh,Penn,69822,Senior Staff,1993-11-04
298714,Fatemeh,Potthoff,40000,Senior Staff,1993-10-01
459988,Fatemeh,Radivojevic,40000,Senior Engineer,1992-01-04
427077,Fatemeh,Ranka,40000,Senior Staff,2000-10-11
21251,Fatemeh,Riexinger,55174,Senior Engineer,1999-03-06
448258,Fatemeh,Rusterholz,40000,Staff,1994-10-04
233484,Fatemeh,Segond,42601,Senior Engineer,1986-03-25
256583,Fatemeh,Servi,53571,Senior Engineer,1995-08-01
243362,Fatemeh,Sifakis,55718,Senior Engineer,1992-11-04
45342,Fatemeh,Sluis,52468,Engineer,1999-09-26
462648,Fatemeh,Sridhar,40000,Senior Engineer,1986-06-24
49659,Fatemeh,Sudbeck,48834,Senior Staff,1998-03-12
452444,Fatemeh,Uludag,40000,Engineer,2001-09-27
247538,Fatemeh,Verspoor,70226,Senior Staff,1997-08-13
57123,Fatemeh,Zedlitz,42556,Engineer,1999-04-25
14556,Fatemeh,Zultner,40000,Engineer,1994-12-26
87043,Fay,Anily,56191,Senior Engineer,1999-06-30
269385,Fay,Aumann,42307,Senior Engineer,1995-09-03
60673,Fay,Benantar,55188,Senior Staff,1997-05-30
232335,Fay,Boguraev,40193,Senior Staff,1998-07-24
487058,Fay,Brender,41841,Senior Engineer,1989-07-29
65978,Fay,Chaudhuri,49877,Senior Staff,1992-02-24
83515,Fay,Collavizza,54211,Senior Engineer,1987-12-30
490890,Fay,Conry,40000,Senior Staff,1995-12-01
278860,Fay,Emiris,59719,Engineer,1996-03-01
268624,Fay,Erev,61847,Senior Engineer,1997-09-28
210251,Fay,Frezza,52279,Senior Engineer,1997-10-26
483396,Fay,Gecsel,51839,Senior Staff,1997-02-23
280050,Fay,Gewali,40000,Engineer,1995-05-24
479502,Fay,Hettesheimer,56773,Senior Engineer,2000-03-11
17046,Fay,Kornyak,44955,Senior Engineer,1993-07-21
98430,Fay,Langford,61482,Senior Engineer,1994-05-16
264948,Fay,Litzkow,55408,Senior Engineer,1992-07-31
429435,Fay,Perin,66718,Senior Staff,1997-06-12
62381,Fay,Pfau,40000,Engineer,1997-06-06
87638,Fay,Raczkowsky,40000,Senior Staff,1993-03-16
477312,Fay,Ramalingam,93351,Senior Staff,1992-04-30
458742,Fay,Ranze,46549,Senior Engineer,1995-05-04
426154,Fay,Schmittgen,81965,Senior Staff,1997-10-03
200185,Fay,Standera,47315,Senior Staff,1988-08-02
275847,Fay,Streng,40000,Senior Engineer,1992-06-02
277745,Fay,Suppi,53167,Senior Staff,1994-07-25
457948,Fayez,Basagni,48378,Senior Engineer,1998-07-02
63019,Fayez,Basawa,61483,Senior Engineer,1996-09-28
248134,Fayez,Bernardeschi,40000,Technique Leader,1985-07-07
28779,Fayez,Bottner,68120,Senior Staff,1995-06-04
462086,Fayez,Bressoud,40000,Senior Engineer,1998-10-08
267148,Fayez,Coors,43787,Senior Engineer,2001-04-17
202163,Fayez,Dayana,42545,Senior Staff,1995-11-01
100428,Fayez,Einsfeld,60997,Senior Engineer,1994-12-07
437818,Fayez,Figueira,40000,Staff,1995-04-08
448681,Fayez,Gini,65801,Senior Staff,1986-12-19
252285,Fayez,Gustavson,43632,Engineer,1996-03-11
219545,Fayez,Harbusch,51282,Senior Engineer,1997-05-24
262333,Fayez,Haumacher,45360,Senior Engineer,1988-01-11
286288,Fayez,Huhdanpaa,40000,Senior Engineer,1992-02-09
265696,Fayez,Jiang,40000,Senior Staff,1999-10-31
24951,Fayez,Kirkerud,41297,Senior Staff,1992-09-23
415921,Fayez,Lambe,40000,Senior Staff,1993-05-09
83699,Fayez,Luby,41500,Senior Staff,1999-06-09
461979,Fayez,Mandelberg,55906,Senior Engineer,1999-02-06
82981,Fayez,Mitina,40000,Senior Engineer,1996-01-30
288574,Fayez,Paludetto,75549,Senior Staff,1992-01-14
253727,Fayez,Pargas,70124,Senior Engineer,1999-06-19
211047,Fayez,Plotkin,40000,Senior Engineer,1992-12-18
204114,Fayez,Poehlman,44277,Senior Engineer,1994-03-02
256484,Fayez,Randi,40000,Senior Staff,2000-12-27
65974,Fayez,Schicker,64809,Senior Staff,1995-01-17
53391,Fayez,Stroustrup,71880,Senior Staff,1995-11-25
455566,Fayez,Swan,63177,Senior Staff,1988-10-14
287078,Fayez,Terlouw,61814,Senior Engineer,1995-07-14
490468,Fayez,Vidal,66375,Senior Staff,1987-01-03
274856,Fayez,Weedman,65798,Staff,1998-04-24
421554,Fei,Asser,40000,Senior Engineer,1993-04-07
485009,Fei,Baer,49868,Senior Engineer,1997-06-07
101002,Fei,Billawala,49150,Senior Staff,1999-11-17
405754,Fei,Borovoy,40000,Engineer,1999-03-27
42998,Fei,Boyle,40000,Senior Engineer,1993-10-10
271436,Fei,Cummings,40000,Engineer,1997-09-14
213670,Fei,Dolinsky,40000,Assistant Engineer,1997-04-26
295653,Fei,Encarnacion,42159,Senior Engineer,1985-11-05
484619,Fei,Fargier,65097,Senior Staff,1988-04-18
275403,Fei,Farrag,63360,Technique Leader,1988-02-14
435843,Fei,Gammage,40000,Senior Staff,1991-10-13
299033,Fei,Gente,56718,Senior Staff,1985-11-03
484985,Fei,Gide,49979,Senior Engineer,1993-07-23
414973,Fei,Gips,87205,Senior Staff,1995-11-11
419962,Fei,Gubsky,40000,Senior Engineer,1997-01-28
13621,Fei,Haddadi,73192,Engineer,1995-02-09
238967,Fei,Jansen,40000,Senior Engineer,1999-04-27
402857,Fei,Kaiserswerth,43340,Senior Engineer,2001-11-23
460897,Fei,Krohn,40000,Assistant Engineer,1998-01-22
417683,Fei,Kruskal,40000,Senior Staff,1987-03-30
31390,Fei,Liedekerke,40000,Staff,1998-04-03
247315,Fei,Lorho,55144,Senior Staff,1995-08-07
284198,Fei,Miake,40000,Senior Staff,1986-02-24
100274,Fei,Miyakawa,67036,Senior Staff,1992-10-06
237794,Fei,Morrin,94146,Senior Staff,1991-09-02
241427,Fei,Msuda,40000,Senior Engineer,2001-07-25
220143,Fei,Mungall,48015,Senior Engineer,1995-11-25
63672,Fei,Munos,40000,Engineer,1995-08-27
261010,Fei,Nourani,42646,Engineer,2000-01-03
73523,Fei,Parascandalo,68413,Senior Staff,1992-02-04
290680,Fei,Perelgut,40000,Senior Staff,1995-03-25
69297,Fei,Range,57158,Senior Engineer,1995-11-09
244273,Fei,Raoux,40000,Senior Engineer,1994-10-03
84370,Fei,Reghbati,80774,Senior Staff,1986-03-08
485640,Fei,Rosiles,55239,Senior Staff,1993-09-11
77974,Fei,Shihab,63329,Senior Engineer,1993-10-09
284573,Fei,Siksek,40000,Senior Engineer,1987-09-06
258632,Fei,Slaats,84957,Senior Staff,1996-01-09
294069,Fei,Stellhorn,40000,Senior Engineer,1994-06-13
71984,Fei,Thiria,40000,Senior Engineer,2000-10-09
255338,Fei,Veeraraghavan,50435,Senior Engineer,1993-07-06
211433,Fei,Vitiello,89214,Senior Engineer,2001-05-03
18770,Fei,Yurek,55686,Senior Engineer,1995-11-27
203238,Fei,Zallocco,72195,Senior Staff,1995-05-25
474290,Fei,Zhiwei,46804,Senior Staff,1994-05-07
449528,Feipei,Beilner,40000,Senior Engineer,2001-02-19
279642,Feipei,Besancenot,53904,Engineer,2002-02-08
21844,Feipei,Birta,50924,Staff,1996-05-26
485151,Feipei,Camarinopoulos,49035,Senior Staff,1993-10-20
418711,Feipei,Christianini,43595,Senior Staff,1986-01-28
99527,Feipei,Duclos,40000,Engineer,1994-08-12
98098,Feipei,Eterovic,40000,Technique Leader,1987-04-24
432048,Feipei,Fritzsche,48922,Senior Engineer,1994-11-25
200332,Feipei,Goldhammer,86090,Engineer,1998-06-10
24215,Feipei,Iivonen,70276,Staff,1997-06-13
95212,Feipei,Kobara,40000,Senior Staff,1997-11-11
82668,Feipei,Menhardt,78317,Senior Staff,1986-05-23
222536,Feipei,Merel,80780,Senior Staff,1994-07-14
273201,Feipei,Molenkamp,49745,Senior Engineer,1988-08-18
65559,Feipei,Nishimukai,65401,Senior Staff,1999-03-19
417796,Feipei,Nitta,45477,Technique Leader,1988-08-06
13458,Feipei,Nivat,41375,Senior Engineer,1995-03-02
49515,Feipei,Schmiedel,87450,Senior Staff,1990-11-25
483847,Feipei,Serot,57751,Senior Staff,1986-02-25
53659,Feipei,Sommer,54148,Staff,1997-09-18
60611,Feixiong,Baba,51424,Senior Staff,1992-01-15
206760,Feixiong,Baumann,59363,Senior Staff,1991-05-12
216397,Feixiong,Brodal,78066,Senior Staff,1990-10-11
48736,Feixiong,Cunliffe,58912,Senior Engineer,1998-07-04
424719,Feixiong,Curless,48809,Senior Engineer,1992-02-04
215523,Feixiong,Emmerich,59445,Staff,1997-08-04
289025,Feixiong,Fordan,50874,Staff,1998-11-24
31371,Feixiong,Hartvigsen,40000,Senior Engineer,1986-05-20
52113,Feixiong,Hiroyama,81095,Senior Staff,1995-10-14
474344,Feixiong,Imataki,40000,Technique Leader,1998-06-22
56601,Feixiong,Mattern,40000,Senior Engineer,1991-06-15
227473,Feixiong,Olivero,40000,Senior Staff,1989-11-26
446328,Feixiong,Pehl,40000,Engineer,1998-05-20
443140,Feixiong,Pramanik,85958,Senior Staff,1985-12-06
454292,Feixiong,Schapiro,44997,Senior Engineer,1994-11-10
206227,Feixiong,Schmittgen,46624,Senior Engineer,1998-07-17
428042,Feixiong,Wegerle,40000,Senior Engineer,1988-08-10
203673,Feixiong,Xiaoshan,40000,Senior Staff,1994-09-03
218631,Feixiong,Zhiwei,40000,Senior Engineer,1987-01-02
261365,Feiyu,Asmuth,82338,Senior Staff,1986-08-06
473078,Feiyu,Bernatsky,47506,Technique Leader,1997-01-05
290797,Feiyu,Boissier,48650,Senior Staff,1991-06-05
77325,Feiyu,Brickell,70697,Senior Staff,2002-07-03
484561,Feiyu,Bridgland,79318,Senior Staff,1993-10-12
107262,Feiyu,Butterworth,40000,Engineer,1997-08-03
24316,Feiyu,Cincotta,40000,Senior Engineer,1994-06-28
91438,Feiyu,Comellas,40000,Senior Engineer,1996-01-04
295906,Feiyu,Denny,50327,Senior Engineer,1993-11-17
222173,Feiyu,Esteva,40000,Senior Engineer,1995-11-23
450812,Feiyu,Gerteisen,54219,Senior Engineer,1994-07-04
406243,Feiyu,Hiltgen,40000,Senior Staff,1993-03-06
50207,Feiyu,Huxford,87965,Senior Staff,1987-03-23
292507,Feiyu,Jakobus,40000,Technique Leader,1991-07-06
493200,Feiyu,Jansch,40428,Engineer,1998-09-15
61192,Feiyu,Kamble,49841,Senior Engineer,1994-01-27
272543,Feiyu,Karunanithi,40000,Senior Engineer,1992-10-20
12192,Feiyu,Klyachko,41625,Senior Engineer,1991-09-02
17696,Feiyu,Kusalik,40000,Senior Engineer,1996-12-04
30410,Feiyu,Menyhert,70577,Senior Staff,1992-11-06
105544,Feiyu,Mitsuhashi,40000,Senior Engineer,1994-08-29
434924,Feiyu,Morton,40000,Senior Engineer,1999-05-20
211389,Feiyu,Muniz,55704,Senior Staff,1994-12-14
249602,Feiyu,Munos,40000,Senior Staff,1994-09-21
225533,Feiyu,Oehlmann,50918,Senior Staff,1990-02-08
246381,Feiyu,Peha,66768,Senior Staff,1996-03-05
462271,Feiyu,Redmiles,78812,Senior Staff,1994-10-28
247645,Feiyu,Sundgren,40000,Engineer,1998-05-22
86751,Feiyu,Swick,40000,Senior Engineer,1987-06-04
22416,Feiyu,Syrotiuk,40000,Senior Staff,1993-03-06
63221,Feiyu,Zockler,50312,Senior Engineer,1988-05-30
252763,Felicidad,Aamodt,40000,Engineer,1997-02-28
247876,Felicidad,Beetstra,58680,Senior Engineer,1998-07-28
20022,Felicidad,Bellone,43670,Engineer,1996-01-15
224317,Felicidad,Broomell,49535,Senior Staff,1995-12-29
412350,Felicidad,Chiola,40000,Technique Leader,1991-03-27
41280,Felicidad,Czap,88826,Staff,1997-10-11
85225,Felicidad,Dulli,40000,Staff,1997-07-28
417674,Felicidad,Felcyn,62473,Senior Staff,1995-11-20
48834,Felicidad,Ferriere,68502,Senior Staff,1992-03-12
201524,Felicidad,Flasterstein,44027,Senior Engineer,1995-10-26
269049,Felicidad,Furudate,85049,Senior Engineer,1986-01-06
107341,Felicidad,Garnick,43265,Senior Staff,1995-05-17
475847,Felicidad,Georgakopoulos,89055,Staff,1999-05-01
409751,Felicidad,Gluchowski,40000,Senior Staff,1987-10-20
468029,Felicidad,Hofting,40000,Senior Engineer,1989-01-12
298325,Felicidad,Iisaku,52000,Engineer,1996-08-13
98241,Felicidad,Kroha,47974,Senior Engineer,1992-01-25
248377,Felicidad,Luks,40000,Senior Engineer,1999-06-17
422150,Felicidad,Lundstrom,40000,Senior Engineer,1997-12-28
201089,Felicidad,Luon,48618,Senior Engineer,1992-05-01
233115,Felicidad,Middleton,56383,Senior Engineer,1987-01-22
234146,Felicidad,Molenaar,40000,Senior Engineer,2000-04-21
424220,Felicidad,Morrey,40740,Senior Staff,1995-01-16
401201,Felicidad,Narahari,55378,Senior Engineer,1992-05-10
408371,Felicidad,Nishimukai,63980,Senior Staff,1991-11-13
258521,Felicidad,Pintelas,93070,Senior Staff,1995-11-04
495296,Felicidad,Rosti,40000,Senior Staff,1992-06-06
42553,Felicidad,Slutz,40000,Senior Engineer,1997-06-06
94419,Felicidad,Socorro,40000,Senior Staff,1985-10-22
287803,Felicidad,Waymire,52556,Engineer,1996-04-28
416018,Fen,Aloia,62768,Senior Staff,1995-08-18
228999,Fen,Birsak,58424,Engineer,1997-08-13
10848,Fen,Bratsberg,50475,Senior Engineer,1992-04-20
238764,Fen,Candan,46643,Senior Staff,1993-06-08
485681,Fen,Flowers,52541,Senior Engineer,1995-10-31
56759,Fen,Gyimothy,40000,Staff,1997-02-11
297895,Fen,Hebden,54159,Senior Staff,1994-10-07
470782,Fen,Henders,40000,Senior Staff,1995-08-19
80270,Fen,Jonsson,95653,Senior Staff,1998-03-07
458228,Fen,Kalloufi,52323,Technique Leader,1986-05-16
419270,Fen,Kornyak,44319,Senior Engineer,2001-10-28
54397,Fen,Langford,40000,Senior Staff,2000-04-22
499880,Fen,Lenart,40000,Senior Engineer,1997-10-24
447658,Fen,Ossenbruggen,40000,Senior Engineer,1997-10-19
21908,Fen,Parfitt,52324,Senior Engineer,2000-03-21
77743,Fen,Pollacia,40000,Senior Staff,1996-03-05
101193,Fen,Rabejac,58631,Senior Engineer,1993-11-06
25811,Fen,Ranze,48112,Senior Engineer,1988-03-22
472008,Fen,Salvesen,50624,Senior Engineer,1997-02-08
415661,Fen,Schiper,44961,Engineer,1996-08-16
203246,Fen,Schrift,40000,Technique Leader,1987-08-16
271491,Fen,Snedden,59543,Senior Staff,1992-07-06
74706,Fen,Tibblin,52180,Senior Engineer,1999-09-08
40118,Fen,Uludag,46413,Engineer,1999-10-26
263599,Fen,VanScheik,46170,Senior Staff,2001-07-18
496832,Fen,Wixon,43097,Senior Engineer,1996-02-26
42541,Ferdinand,Aingworth,40000,Senior Engineer,1994-02-19
466759,Ferdinand,Ashish,40000,Senior Engineer,1991-12-29
420597,Ferdinand,Bamford,40000,Assistant Engineer,1994-09-29
295606,Ferdinand,Basawa,40000,Senior Staff,1987-07-20
46203,Ferdinand,Dymetman,40000,Senior Engineer,1985-06-04
28542,Ferdinand,Guardalben,40000,Senior Engineer,1991-09-08
227416,Ferdinand,Hebert,49262,Senior Engineer,1992-08-24
264361,Ferdinand,Kambil,40000,Senior Engineer,1985-06-20
45479,Ferdinand,Krupka,52393,Senior Engineer,1997-10-09
71463,Ferdinand,Lagarias,40000,Staff,1996-10-29
206771,Ferdinand,Lores,40000,Senior Engineer,1998-12-03
52063,Ferdinand,Lunt,40000,Senior Engineer,1992-07-02
19027,Ferdinand,Nanard,46182,Senior Engineer,1994-05-11
77814,Ferdinand,Otillio,44370,Senior Engineer,1988-12-12
418351,Ferdinand,Perri,72052,Senior Staff,1992-11-13
291898,Ferdinand,Quittner,46488,Engineer,1996-12-04
446645,Ferdinand,Ranst,63813,Senior Staff,1999-07-24
46414,Ferdinand,Schahn,40000,Senior Engineer,2000-08-10
96506,Ferdinand,Schicker,40000,Senior Engineer,1998-08-30
46864,Ferdinand,Sooriamurthi,82282,Senior Staff,1999-01-19
205037,Ferdinand,Speek,81185,Senior Staff,1999-10-03
453464,Ferdinand,Tokunaga,60032,Staff,1999-04-20
447025,Ferdinand,Veevers,41421,Senior Engineer,1994-09-16
63681,Ferdinand,Zucker,53904,Engineer,1999-06-13
288312,Filipe,Baba,75249,Senior Engineer,1998-04-16
105852,Filipe,Beetstra,61179,Senior Staff,1995-12-26
407413,Filipe,Driscoll,46927,Senior Engineer,1993-08-08
446695,Filipe,Einsfeld,40000,Engineer,1995-08-26
403481,Filipe,Eldridge,53754,Engineer,1996-12-25
248462,Filipe,Gecsei,55603,Senior Engineer,1998-04-07
275042,Filipe,Gide,47917,Staff,1996-01-19
91493,Filipe,Gien,43320,Senior Engineer,1993-01-21
80620,Filipe,Gischer,79127,Senior Staff,1998-12-02
55498,Filipe,Heusch,40000,Senior Engineer,1996-08-08
433534,Filipe,Kleiser,41088,Senior Engineer,1993-09-22
234816,Filipe,Langford,51399,Senior Engineer,2002-07-13
53436,Filipe,Mitsuhashi,40000,Senior Engineer,1990-05-16
209110,Filipe,Mullainathan,65416,Senior Engineer,1985-10-11
215685,Filipe,Nooteboom,51499,Senior Engineer,1985-06-22
485997,Filipe,Parfitt,45056,Senior Engineer,1997-02-20
281699,Filipe,Penz,40000,Senior Staff,2002-06-28
79446,Filipe,Pettis,47898,Technique Leader,1988-05-10
437396,Filipe,Pocchiola,43618,Senior Staff,1994-09-01
446128,Filipe,Rajaraman,61615,Senior Staff,1986-12-20
403868,Filipe,Randi,48963,Senior Staff,1991-03-21
473015,Filipe,Ranst,40000,Senior Staff,1994-02-18
12475,Filipe,Roison,40000,Senior Engineer,1996-04-25
238625,Filipe,Schusler,40000,Senior Engineer,1996-07-25
28171,Filipe,Setlzner,40000,Senior Engineer,1996-07-08
238032,Filipe,Srimani,41111,Senior Engineer,1986-10-02
432906,Filipe,Streng,61849,Engineer,1996-01-27
434082,Filipe,Swick,40000,Senior Staff,1996-09-01
456905,Filipe,Tzvieli,40000,Senior Engineer,1996-05-29
258629,Filipe,Yeung,41485,Technique Leader,1988-06-18
63471,Filipp,Bael,40000,Senior Engineer,1993-02-26
42765,Filipp,Bresenham,58435,Senior Staff,1999-12-18
46452,Filipp,Christianini,53925,Senior Engineer,1994-09-15
28385,Filipp,Conia,58947,Senior Staff,1993-07-30
248572,Filipp,Fetvedt,95759,Senior Staff,1992-02-06
483120,Filipp,Ghemri,40000,Senior Engineer,1995-08-15
93653,Filipp,Greenaway,40000,Senior Staff,1995-03-15
459854,Filipp,Kadhim,40000,Senior Engineer,1992-07-06
46622,Filipp,Krzyzanowski,57693,Assistant Engineer,1997-07-26
233837,Filipp,Luef,40000,Senior Engineer,1993-05-06
75186,Filipp,Miyakawa,59874,Senior Staff,1998-09-29
247729,Filipp,Morris,51795,Senior Engineer,1991-12-04
433307,Filipp,Norsworthy,79896,Staff,1998-06-19
495499,Filipp,Onuegbe,40000,Senior Staff,1997-10-29
81158,Filipp,Percebois,40469,Senior Engineer,1987-09-22
63326,Filipp,Perin,40000,Senior Engineer,1998-01-17
461145,Filipp,Selenyi,51896,Senior Engineer,1993-04-02
421318,Filipp,Serna,40000,Senior Engineer,1995-10-14
489638,Filipp,Socorro,77806,Senior Staff,1996-06-20
61071,Filipp,Tanemo,54539,Senior Engineer,1994-11-03
299228,Filipp,Thisen,40000,Senior Engineer,2001-06-03
76006,Filipp,Vakili,40000,Senior Engineer,1991-04-16
41808,Filipp,Varley,40000,Senior Staff,1998-12-13
240814,Filipp,Vieri,87448,Senior Staff,1995-11-28
456806,Filipp,Vingron,48876,Senior Engineer,1996-03-01
238342,Filipp,Wielonsky,56521,Senior Engineer,1988-11-19
256335,Flemming,Baba,40000,Senior Engineer,1994-02-12
416260,Flemming,Baezner,54960,Engineer,1999-04-27
421698,Flemming,Billawala,77860,Senior Staff,1998-11-17
248580,Flemming,Borovoy,40000,Senior Staff,1995-07-24
243167,Flemming,Cusworth,60313,Senior Engineer,1993-05-12
413504,Flemming,Dayana,40000,Senior Staff,2001-10-22
25167,Flemming,Delaune,40000,Senior Engineer,1993-12-21
293874,Flemming,Engberts,40000,Senior Engineer,1995-01-25
69544,Flemming,Falster,54478,Senior Staff,1992-02-18
25475,Flemming,Fujisaki,40000,Senior Engineer,2001-09-22
264587,Flemming,Herbst,61064,Senior Staff,1996-07-31
496074,Flemming,Katiyar,54906,Engineer,1997-01-23
418605,Flemming,Kornatzky,56402,Senior Engineer,1999-05-05
15052,Flemming,Kranzdorf,40630,Senior Engineer,1993-01-27
466869,Flemming,Magalhaes,76420,Senior Staff,1996-03-02
11339,Flemming,Massonet,40000,Senior Engineer,1989-12-19
402365,Flemming,Menhoudj,64266,Senior Engineer,1994-10-29
477473,Flemming,Mikschl,40000,Senior Engineer,1992-02-19
86111,Flemming,Mondadori,50594,Senior Engineer,1994-07-11
414643,Flemming,Neiman,60183,Engineer,1999-04-06
490619,Flemming,Orsini,54632,Engineer,1996-08-20
77829,Flemming,Parfitt,40000,Staff,1999-12-02
96819,Flemming,Petersohn,71896,Senior Staff,2000-11-12
480920,Flemming,Plumb,88432,Senior Staff,1996-12-19
456093,Flemming,Ramaiah,40000,Senior Engineer,1998-02-16
39143,Flemming,Salverda,92256,Senior Staff,1994-09-18
39191,Flemming,Servieres,40000,Senior Staff,1996-06-18
412525,Flemming,Siegrist,44321,Senior Staff,1994-07-05
40869,Flemming,Snedden,43224,Senior Engineer,1986-06-28
476105,Flemming,Stamatiou,40000,Senior Engineer,1994-08-20
97670,Flemming,Yurek,58582,Senior Staff,2002-03-24
438944,Florian,Anick,73694,Senior Staff,1995-11-11
106063,Florian,Baaz,88281,Senior Staff,1993-08-28
472047,Florian,Beutelspacher,61117,Staff,1999-04-02
19422,Florian,Budinsky,48435,Senior Engineer,2002-04-18
59210,Florian,Carrera,67167,Technique Leader,1987-12-28
13999,Florian,Crouzet,40000,Senior Staff,2000-02-25
