emp_no,first_name,last_name,salary,title,from_date
79644,Radoslaw,Lindenbaum,40000,Technique Leader,1985-11-03
79668,Kyoichi,Eterovic,40000,Technique Leader,1991-02-04
79669,Premsyl,Meszaros,44222,Assistant Engineer,1996-07-02
79681,Demin,Panwar,41548,Senior Engineer,1997-04-11
79684,JiYoung,Janocha,64447,Senior Staff,1988-12-25
79688,Gift,Billingsley,56991,Engineer,1985-12-23
79688,Gift,Billingsley,56991,Senior Engineer,1991-12-23
79696,Gopalakrishnan,Vadhan,55778,Engineer,1994-10-17
79696,Gopalakrishnan,Vadhan,55778,Senior Engineer,2000-10-16
79703,Remco,Einsfeld,49181,Engineer,1991-05-12
79703,Remco,Einsfeld,49181,Senior Engineer,1996-05-11
79704,Ipke,Neiman,48603,Assistant Engineer,1993-07-01
79704,Ipke,Neiman,48603,Engineer,2001-07-01
79708,Yechiam,Baak,43736,Senior Staff,1988-03-07
79735,Hideo,Conti,40000,Technique Leader,1989-08-06
79748,George,Beutelspacher,40000,Engineer,1986-04-11
79748,George,Beutelspacher,40000,Senior Engineer,1992-04-10
79750,Jongsuk,Benzmuller,40000,Senior Staff,1995-08-29
79750,Jongsuk,Benzmuller,40000,Staff,1987-08-29
79761,Prasadram,Encarnacion,47466,Senior Engineer,1985-12-25
79765,Gonzalo,Danecki,55420,Senior Staff,1992-06-03
79765,Gonzalo,Danecki,55420,Staff,1986-06-04
79766,Fox,Swiler,40000,Engineer,1994-12-01
79772,Xiaoqiu,Gulik,69129,Senior Staff,1987-11-13
79779,Stella,Orlowska,40000,Engineer,1985-09-01
79779,Stella,Orlowska,40000,Senior Engineer,1991-09-01
79783,Thodoros,Szilard,67885,Engineer,1993-08-08
79783,Thodoros,Szilard,67885,Senior Engineer,2001-08-08
79789,Kotesh,Crelier,40000,Engineer,1988-04-13
79789,Kotesh,Crelier,40000,Senior Engineer,1997-04-13
79794,Yaghout,Rissland,41327,Senior Staff,1987-08-31
79811,Tze,Krohm,40000,Senior Staff,1995-02-27
79811,Tze,Krohm,40000,Staff,1990-02-27
79833,Yongdong,Homond,40687,Engineer,1994-05-18
79833,Yongdong,Homond,40687,Senior Engineer,2000-05-17
79834,Guiseppe,Wuwongse,68288,Senior Staff,1995-11-12
79834,Guiseppe,Wuwongse,68288,Staff,1990-11-12
79839,Khue,Bolotov,45102,Engineer,1986-10-06
79839,Khue,Bolotov,45102,Senior Engineer,1994-10-06
79855,Gudjon,Constantine,45522,Senior Engineer,1988-04-08
79858,Mansur,Marzano,43004,Engineer,1986-02-22
79858,Mansur,Marzano,43004,Senior Engineer,1991-02-22
79876,Randy,Feinberg,45595,Senior Staff,1993-05-08
79876,Randy,Feinberg,45595,Staff,1988-05-08
79879,Masako,Schaap,40000,Senior Staff,1998-10-29
79879,Masako,Schaap,40000,Staff,1992-10-29
79900,Mong,Luck,40000,Senior Staff,1994-06-08
79900,Mong,Luck,40000,Staff,1986-06-08
79906,Tomoyuki,Waterhouse,53526,Senior Staff,1997-07-05
79906,Tomoyuki,Waterhouse,53526,Staff,1989-07-05
79910,Gad,Honglei,77027,Senior Staff,1985-03-12
79911,Heather,Zaumen,40000,Senior Engineer,1999-11-14
79921,Hatim,Cochrane,40000,Engineer,1988-02-05
79921,Hatim,Cochrane,40000,Senior Engineer,1997-02-04
79958,Xinglin,Versino,44663,Engineer,1991-02-13
79958,Xinglin,Versino,44663,Senior Engineer,2000-02-13
79972,Abdelghani,Thummel,40000,Senior Staff,1996-06-03
79972,Abdelghani,Thummel,40000,Staff,1991-06-04
79973,Zine,Socorro,58515,Senior Staff,1999-01-05
79973,Zine,Socorro,58515,Staff,1990-01-05
79979,Yunming,Papsdorf,69991,Engineer,1986-12-29
79979,Yunming,Papsdorf,69991,Senior Engineer,1991-12-29
79991,Yahiko,Czap,40000,Engineer,1988-08-09
79991,Yahiko,Czap,40000,Senior Engineer,1994-08-09
79999,Chuanti,Jakobus,53653,Engineer,1986-08-21
79999,Chuanti,Jakobus,53653,Senior Engineer,1995-08-21
80031,Wayne,Bach,60298,Engineer,1986-05-15
80031,Wayne,Bach,60298,Senior Engineer,1992-05-14
80032,Yurij,Isaac,71546,Senior Staff,1991-08-29
80032,Yurij,Isaac,71546,Staff,1986-08-29
80038,Vitaly,Gewali,54900,Technique Leader,1986-01-24
80046,Zhanqiu,Yemenis,57292,Engineer,1996-10-17
80070,Mana,Thisen,61825,Senior Staff,1996-11-27
80070,Mana,Thisen,61825,Staff,1991-11-28
80072,Erzsebet,Kampfer,40000,Staff,1997-05-15
80087,Gully,Mitchem,72886,Technique Leader,1991-08-01
80092,Yucel,Wilharm,76550,Assistant Engineer,1988-10-07
80092,Yucel,Wilharm,76550,Engineer,1993-10-07
80092,Yucel,Wilharm,76550,Senior Engineer,1998-10-07
80098,True,Kusakabe,53636,Senior Staff,1993-10-01
80098,True,Kusakabe,53636,Staff,1986-10-01
80128,Genta,Ushiama,40000,Engineer,1988-09-04
80128,Genta,Ushiama,40000,Senior Engineer,1997-09-04
80129,Hairong,Fargier,56879,Senior Staff,1997-09-06
80130,Jinya,Waschkowski,59967,Senior Staff,1985-08-19
80131,Gill,Schurmann,40000,Staff,1998-10-04
80132,Nidapan,Hedayat,46989,Engineer,1990-11-27
80132,Nidapan,Hedayat,46989,Senior Engineer,1996-11-26
80136,Gaurav,Berstel,57680,Engineer,1988-12-26
80136,Gaurav,Berstel,57680,Senior Engineer,1994-12-26
80137,Kiyokazu,Vuskovic,51393,Senior Staff,2001-02-24
80137,Kiyokazu,Vuskovic,51393,Staff,1994-02-24
80144,Boutros,Dechter,44917,Engineer,1988-05-27
80144,Boutros,Dechter,44917,Senior Engineer,1993-05-27
80156,Terresa,Pleszkun,40000,Engineer,1989-10-14
80156,Terresa,Pleszkun,40000,Senior Engineer,1995-10-14
80159,Jiafu,Rijckaert,40000,Senior Staff,1998-08-22
80160,Nigel,Oberman,40000,Technique Leader,1994-01-12
80166,Monique,Murrill,64575,Engineer,1987-02-12
80166,Monique,Murrill,64575,Senior Engineer,1994-02-12
80171,Kshitij,Zykh,40000,Technique Leader,1985-10-08
80183,Mats,Munke,66573,Senior Staff,1998-04-11
80184,Pintsang,Couchot,45100,Senior Staff,1986-01-31
80186,Tayeb,Huttel,60850,Engineer,1989-05-14
80186,Tayeb,Huttel,60850,Senior Engineer,1997-05-14
80195,Sorina,Peral,40000,Senior Staff,1992-04-13
80195,Sorina,Peral,40000,Staff,1987-04-14
80198,Yefim,Anger,43274,Senior Staff,1985-04-02
80200,Yurii,Ghazalie,59857,Engineer,1998-10-29
80207,Yifei,Matzov,40000,Senior Staff,1992-10-05
80207,Yifei,Matzov,40000,Staff,1987-10-06
80208,Elvia,Samarati,42186,Technique Leader,1988-04-28
80223,Sadegh,Einsfeld,45975,Engineer,1986-02-11
80223,Sadegh,Einsfeld,45975,Senior Engineer,1991-02-11
80224,Reinhard,Zaiane,54345,Senior Staff,1988-05-19
80225,Shridhar,Malabarba,50529,Senior Staff,2001-02-27
80225,Shridhar,Malabarba,50529,Staff,1994-02-27
80227,Kerryn,Braunschweig,54326,Engineer,1989-08-06
80227,Kerryn,Braunschweig,54326,Senior Engineer,1995-08-06
80251,Yoshinari,Kitai,42153,Engineer,1987-06-13
80251,Yoshinari,Kitai,42153,Senior Engineer,1993-06-12
80258,Hirochika,Hiyoshi,93572,Senior Staff,1995-01-11
80258,Hirochika,Hiyoshi,93572,Staff,1988-01-11
80259,Haldon,Siprelle,49124,Assistant Engineer,1993-02-27
80259,Haldon,Siprelle,49124,Engineer,1998-02-27
80263,Gilbert,Etalle,54269,Senior Engineer,1987-04-25
80270,Fen,Jonsson,95653,Senior Staff,1998-03-07
80270,Fen,Jonsson,95653,Staff,1990-03-07
80288,Teiji,Rousseau,40000,Engineer,1985-03-19
80288,Teiji,Rousseau,40000,Senior Engineer,1994-03-19
80318,Angus,Schneeberger,40000,Engineer,1989-01-25
80318,Angus,Schneeberger,40000,Senior Engineer,1996-01-26
80332,Behnaam,Masand,52246,Senior Staff,2001-08-16
80332,Behnaam,Masand,52246,Staff,1994-08-16
80358,Mong,Huhdanpaa,76727,Engineer,1991-08-03
80358,Mong,Huhdanpaa,76727,Senior Engineer,1999-08-03
80370,Honesty,Weiland,50654,Engineer,1985-11-12
80370,Honesty,Weiland,50654,Senior Engineer,1991-11-12
80372,Aleksandar,Khasidashvili,87200,Staff,1999-06-07
80375,Atreye,Peac,40000,Engineer,1985-05-06
80375,Atreye,Peac,40000,Senior Engineer,1991-05-06
80389,Pasqua,Rosiles,40000,Engineer,1998-06-12
80429,Prodip,Suermann,75560,Senior Staff,1986-03-02
80439,Jolita,Calkin,46011,Engineer,1987-04-04
80439,Jolita,Calkin,46011,Senior Engineer,1994-04-04
80451,Raimond,Undy,59944,Engineer,1985-11-12
80451,Raimond,Undy,59944,Senior Engineer,1993-11-12
80455,Guther,Murrill,55294,Senior Engineer,1996-09-06
80456,Aemilian,Gire,40000,Assistant Engineer,1988-04-17
80456,Aemilian,Gire,40000,Engineer,1993-04-17
80456,Aemilian,Gire,40000,Senior Engineer,1998-04-17
80466,Takahiro,Bala,78991,Staff,1996-02-17
80479,Sanjay,Kragelund,40000,Senior Staff,2002-01-24
80479,Sanjay,Kragelund,40000,Staff,1997-01-24
80489,Mani,Billawala,43454,Senior Engineer,1985-09-09
80498,Arve,Pokrovskii,40000,Senior Staff,1996-09-27
80498,Arve,Pokrovskii,40000,Staff,1990-09-28
80520,Lijie,Crelier,47245,Senior Engineer,1986-05-20
80546,Fuqing,Matzel,47440,Senior Staff,1994-09-02
80546,Fuqing,Matzel,47440,Staff,1985-09-02
80550,Candida,Cullers,45292,Engineer,1985-06-26
80550,Candida,Cullers,45292,Senior Engineer,1991-06-26
80561,Visit,Solovay,45289,Engineer,1987-07-01
80561,Visit,Solovay,45289,Senior Engineer,1993-06-30
80570,Martial,Zykh,40000,Engineer,1988-07-28
80570,Martial,Zykh,40000,Senior Engineer,1996-07-28
80600,Yongdong,Werthner,40000,Engineer,1985-06-30
80600,Yongdong,Werthner,40000,Senior Engineer,1992-06-30
80611,Pramod,Sifakis,45634,Senior Engineer,1997-04-19
80617,Prodip,Kugler,42118,Engineer,1986-11-05
80617,Prodip,Kugler,42118,Senior Engineer,1994-11-05
80620,Filipe,Gischer,79127,Senior Staff,1998-12-02
80620,Filipe,Gischer,79127,Staff,1992-12-02
80637,Eishiro,Larfeldt,57520,Senior Staff,1985-08-01
80639,Uma,Mahnke,42135,Engineer,1986-07-20
80639,Uma,Mahnke,42135,Senior Engineer,1993-07-20
80653,Chiranjit,Kavanagh,64113,Senior Engineer,1988-06-03
80665,Angel,Angot,64768,Senior Staff,1993-06-06
80665,Angel,Angot,64768,Staff,1986-06-06
80681,Gina,DasSarma,40000,Engineer,1987-01-16
80681,Gina,DasSarma,40000,Senior Engineer,1993-01-15
80684,Takanari,VanScheik,46101,Senior Staff,1994-01-21
80684,Takanari,VanScheik,46101,Staff,1986-01-21
80687,Pradeep,Calkin,44986,Engineer,1991-05-20
80687,Pradeep,Calkin,44986,Senior Engineer,1999-05-20
80689,Hitofumi,Conta,44594,Engineer,1988-08-14
80689,Hitofumi,Conta,44594,Senior Engineer,1995-08-15
80705,Josyula,Shackel,50573,Technique Leader,1986-10-07
80717,Valdiodio,Frijda,52990,Senior Staff,1993-01-06
80717,Valdiodio,Frijda,52990,Staff,1988-01-07
80721,Katsuyuki,Delgrossi,52063,Senior Staff,1995-03-04
80721,Katsuyuki,Delgrossi,52063,Staff,1987-03-04
80722,Yechiam,Bage,70299,Senior Staff,1991-04-08
80722,Yechiam,Bage,70299,Staff,1986-04-08
80724,Yongdong,Casperson,52024,Senior Staff,1987-05-01
80740,Shuzo,Kermarrec,40000,Engineer,1987-05-21
80740,Shuzo,Kermarrec,40000,Senior Engineer,1993-05-20
80744,Badri,Bauknecht,68891,Staff,1998-03-25
80746,Keiichiro,Jahnichen,53520,Engineer,1988-07-02
80746,Keiichiro,Jahnichen,53520,Senior Engineer,1997-07-02
80751,Zhensheng,Swan,49178,Senior Engineer,1991-09-12
80768,Shounak,Janocha,40000,Technique Leader,1989-06-11
80774,Vishv,Pollacia,56559,Engineer,1996-12-21
80774,Vishv,Pollacia,56559,Senior Engineer,2001-12-21
80781,Xudong,Danner,40000,Senior Engineer,1998-07-25
80790,Stepehn,Unno,42243,Assistant Engineer,1988-01-23
80790,Stepehn,Unno,42243,Engineer,1993-01-22
80790,Stepehn,Unno,42243,Senior Engineer,1998-01-22
80791,Takahiro,Molenkamp,63921,Engineer,1987-02-28
80791,Takahiro,Molenkamp,63921,Senior Engineer,1994-02-28
80801,Bluma,Ambroszkiewicz,71885,Senior Staff,2002-03-09
80801,Bluma,Ambroszkiewicz,71885,Staff,1996-03-09
80805,Mabo,Lorin,40000,Engineer,1987-04-11
80805,Mabo,Lorin,40000,Senior Engineer,1996-04-10
80810,Khalid,Merkl,72305,Senior Staff,1999-07-06
80810,Khalid,Merkl,72305,Staff,1993-07-06
80833,Jaihie,Demri,56899,Senior Engineer,1985-07-13
80834,Sham,Reinhart,63749,Engineer,1986-10-28
80834,Sham,Reinhart,63749,Senior Engineer,1993-10-28
80838,Cheong,Ruemmler,68639,Senior Staff,1988-08-28
80844,Brigham,Hellwagner,40000,Technique Leader,1986-01-29
80851,Sastry,Escriba,40000,Engineer,1988-09-29
80851,Sastry,Escriba,40000,Senior Engineer,1995-09-30
80852,Yannis,Randt,66650,Technique Leader,1988-10-30
80853,Claude,Bashian,56618,Senior Staff,1996-05-09
80853,Claude,Bashian,56618,Staff,1990-05-10
80859,Ottavia,Krychniak,76924,Engineer,1989-10-05
80859,Ottavia,Krychniak,76924,Senior Engineer,1995-10-05
80862,Serenella,Improta,62569,Senior Staff,1996-06-11
80862,Serenella,Improta,62569,Staff,1989-06-11
80869,Ishfaq,Randi,40000,Engineer,1991-07-08
80869,Ishfaq,Randi,40000,Senior Engineer,1998-07-08
80873,Marsal,Nishimukai,100843,Senior Staff,1994-08-26
80873,Marsal,Nishimukai,100843,Staff,1987-08-26
80894,Kousuke,Georgakopoulos,42225,Senior Engineer,1986-07-03
80896,Paloma,Hardjono,40000,Senior Staff,1985-05-16
80903,Yakichi,Dulin,61890,Engineer,1989-04-18
80903,Yakichi,Dulin,61890,Senior Engineer,1997-04-18
80923,Yaghout,Kavanagh,40000,Senior Staff,2001-01-17
80923,Yaghout,Kavanagh,40000,Staff,1992-01-18
80929,Nevio,Kading,44744,Senior Staff,1996-12-04
80929,Nevio,Kading,44744,Staff,1987-12-05
80935,Terresa,Birke,77408,Engineer,1987-03-11
80935,Terresa,Birke,77408,Senior Engineer,1993-03-10
80937,Chikako,Jiang,105373,Senior Staff,1985-08-09
80940,Kazuhiko,Smeets,67764,Engineer,1992-10-01
80940,Kazuhiko,Smeets,67764,Senior Engineer,1997-10-01
80955,Marc,Fioravanti,40000,Senior Staff,1988-11-12
80962,Ute,Broder,52745,Senior Staff,1995-08-17
80962,Ute,Broder,52745,Staff,1988-08-16
80971,Mountaz,Rijckaert,40000,Engineer,1986-07-22
80971,Mountaz,Rijckaert,40000,Senior Engineer,1992-07-21
80977,Mana,Danner,59776,Senior Engineer,1994-12-18
80980,Hyuncheol,Stentiford,40000,Senior Staff,1991-08-23
80980,Hyuncheol,Stentiford,40000,Staff,1985-08-23
80981,Fumitake,Niizuma,40000,Assistant Engineer,1993-11-18
80987,Zito,Gulla,40000,Engineer,1995-01-04
80987,Zito,Gulla,40000,Senior Engineer,2000-01-04
80991,Marco,Schreiter,61478,Senior Staff,1995-08-29
80991,Marco,Schreiter,61478,Staff,1986-08-29
80998,Leandro,Lampe,56045,Assistant Engineer,1987-05-01
80998,Leandro,Lampe,56045,Engineer,1994-05-01
80998,Leandro,Lampe,56045,Senior Engineer,2001-05-01
81000,Neelam,Thisen,51362,Engineer,1996-10-23
81000,Neelam,Thisen,51362,Senior Engineer,2001-10-23
81001,Toshimori,Krider,46872,Senior Staff,1995-12-05
81001,Toshimori,Krider,46872,Staff,1987-12-05
81007,Mototsugu,Rande,54177,Staff,1996-03-06
81015,Marke,Breugel,52989,Senior Engineer,1992-12-09
81035,Hsiangchu,Boreale,42922,Senior Staff,1993-10-03
81035,Hsiangchu,Boreale,42922,Staff,1988-10-03
81036,Alassane,Fargier,40000,Technique Leader,1986-12-20
81047,Masaki,Dulay,58336,Engineer,1988-07-15
81047,Masaki,Dulay,58336,Senior Engineer,1993-07-15
81050,Moti,Sridhar,40000,Engineer,1990-06-21
81050,Moti,Sridhar,40000,Senior Engineer,1999-06-21
81052,Ziya,Levergood,46518,Staff,1997-05-27
81068,Uno,Ecklund,41658,Assistant Engineer,1986-10-23
81068,Uno,Ecklund,41658,Engineer,1992-10-22
81068,Uno,Ecklund,41658,Senior Engineer,1998-10-22
81070,Mariangiola,Rosaz,64942,Senior Engineer,1987-11-30
81079,Nahla,Mellouli,53145,Senior Staff,2002-07-07
81079,Nahla,Mellouli,53145,Staff,1995-07-07
81142,Heon,Zastre,40000,Senior Staff,1998-09-27
81149,Tianruo,Georg,40000,Assistant Engineer,1985-09-29
81149,Tianruo,Georg,40000,Engineer,1994-09-29
81152,Macha,Junet,43255,Engineer,1987-05-30
81152,Macha,Junet,43255,Senior Engineer,1994-05-30
81158,Filipp,Percebois,40469,Senior Engineer,1987-09-22
81166,Tayeb,Przulj,47902,Senior Staff,1993-12-10
81166,Tayeb,Przulj,47902,Staff,1988-12-10
81167,Yurij,Francisci,68390,Senior Staff,1991-04-10
81167,Yurij,Francisci,68390,Staff,1985-04-10
81177,Bodh,Berendt,68201,Assistant Engineer,1998-10-02
81185,Takushi,Kossowski,43609,Engineer,1988-03-13
81185,Takushi,Kossowski,43609,Senior Engineer,1993-03-13
81189,Serge,Broomell,67012,Senior Staff,1991-04-13
81189,Serge,Broomell,67012,Staff,1986-04-13
81201,Werner,Knightly,97128,Senior Staff,1993-07-11
81201,Werner,Knightly,97128,Staff,1985-07-11
81207,Barry,Hofstetter,85231,Engineer,1985-07-02
81207,Barry,Hofstetter,85231,Senior Engineer,1991-07-02
81208,Sumant,Rindone,83869,Senior Engineer,1987-11-24
81218,Nectarios,Impagliazzo,63558,Engineer,1989-12-26
81218,Nectarios,Impagliazzo,63558,Senior Engineer,1997-12-26
81245,Matk,Krzyzanowski,40000,Engineer,1996-01-17
81264,Dannz,Erdmenger,50625,Senior Staff,1993-09-19
81264,Dannz,Erdmenger,50625,Staff,1985-09-19
81271,Kendra,Bade,54625,Senior Staff,1995-12-03
81271,Kendra,Bade,54625,Staff,1986-12-03
81286,Richara,Fontet,40000,Senior Staff,1997-03-10
81286,Richara,Fontet,40000,Staff,1988-03-10
81292,Ortrun,Copas,42889,Senior Engineer,1986-11-08
81299,Visit,Ghemri,50676,Senior Staff,1997-05-31
81299,Visit,Ghemri,50676,Staff,1988-05-31
81303,Ghassan,Berstel,70323,Senior Staff,1994-04-10
81303,Ghassan,Berstel,70323,Staff,1987-04-10
81324,Marl,Rossi,42237,Assistant Engineer,1988-07-05
81324,Marl,Rossi,42237,Engineer,1996-07-05
81329,Divine,Gire,40000,Senior Engineer,1986-07-22
81338,Xiaoqiang,Erol,46208,Senior Staff,2001-07-28
81338,Xiaoqiang,Erol,46208,Staff,1992-07-28
81340,Baocai,Poehlman,82277,Senior Staff,1992-09-23
81340,Baocai,Poehlman,82277,Staff,1987-09-24
81344,Leif,Hiraishi,48782,Engineer,1999-08-14
81358,Premal,Quadeer,95018,Senior Staff,1993-05-23
81358,Premal,Quadeer,95018,Staff,1988-05-23
81368,Frederique,Ghemri,40818,Engineer,1992-08-27
81368,Frederique,Ghemri,40818,Senior Engineer,2000-08-27
81376,Gunilla,Fabrizio,49909,Assistant Engineer,1987-05-18
81376,Gunilla,Fabrizio,49909,Engineer,1992-05-17
81376,Gunilla,Fabrizio,49909,Senior Engineer,1997-05-17
81398,Hyuncheol,Gulak,40000,Technique Leader,1987-12-23
81401,Monique,Kaltofen,45372,Senior Staff,2000-03-18
81401,Monique,Kaltofen,45372,Staff,1992-03-18
81407,Hsiangchu,Rosin,40000,Senior Staff,1994-03-15
81407,Hsiangchu,Rosin,40000,Staff,1988-03-15
81408,Atreye,Picaronny,74543,Senior Staff,1996-01-25
81408,Atreye,Picaronny,74543,Staff,1988-01-25
81411,Eben,Stenning,40445,Engineer,1988-08-11
81411,Eben,Stenning,40445,Senior Engineer,1996-08-11
81412,Zhenhua,Menyhert,63222,Senior Staff,1994-02-13
81412,Zhenhua,Menyhert,63222,Staff,1985-02-13
81430,Jackson,Milicia,49769,Senior Staff,2000-01-10
81430,Jackson,Milicia,49769,Staff,1992-01-10
81432,Hideyuki,Veldwijk,76081,Engineer,1988-07-12
81432,Hideyuki,Veldwijk,76081,Senior Engineer,1996-07-12
81438,Mack,McClure,40000,Engineer,1986-06-17
81438,Mack,McClure,40000,Senior Engineer,1994-06-17
81440,Fumitake,Melski,40000,Engineer,1985-03-09
81440,Fumitake,Melski,40000,Senior Engineer,1993-03-09
81449,Arve,Halloran,55086,Senior Staff,1993-01-10
81449,Arve,Halloran,55086,Staff,1988-01-11
81466,Zejun,Krone,67218,Engineer,1993-11-07
81466,Zejun,Krone,67218,Senior Engineer,2001-11-07
81468,Aiman,Bodoff,40000,Engineer,1987-05-16
81468,Aiman,Bodoff,40000,Senior Engineer,1995-05-16
81479,Girolamo,Vuskovic,42719,Engineer,1991-07-30
81479,Girolamo,Vuskovic,42719,Senior Engineer,2000-07-29
81494,Hatsukazu,Litzkow,40000,Technique Leader,1986-11-21
81503,Kolar,Rabejac,61837,Engineer,1987-10-24
81503,Kolar,Rabejac,61837,Senior Engineer,1993-10-23
81508,Bokyung,Janocha,62610,Senior Staff,1993-12-17
81508,Bokyung,Janocha,62610,Staff,1985-12-17
81509,Munehiko,Trachtenberg,40000,Engineer,1990-09-05
81509,Munehiko,Trachtenberg,40000,Senior Engineer,1996-09-04
81510,Mamdouh,Penttonen,40396,Senior Staff,1994-04-08
81510,Mamdouh,Penttonen,40396,Staff,1988-04-08
81517,Xiong,Reutenauer,90488,Senior Staff,1995-01-27
81517,Xiong,Reutenauer,90488,Staff,1988-01-27
81527,Arnd,Bouloucos,103938,Senior Staff,1991-07-09
81527,Arnd,Bouloucos,103938,Staff,1985-07-09
81537,Beshir,Pezzoli,56162,Senior Staff,1995-07-07
81537,Beshir,Pezzoli,56162,Staff,1986-07-07
81543,Jianhui,Ishibashi,74442,Senior Staff,1996-11-21
81543,Jianhui,Ishibashi,74442,Staff,1988-11-21
81549,Takahira,Leslie,47207,Engineer,1987-11-04
81549,Takahira,Leslie,47207,Senior Engineer,1994-11-04
81553,Adin,Fortenbacher,40000,Senior Staff,1995-04-23
81553,Adin,Fortenbacher,40000,Staff,1987-04-23
81564,Martijn,Michaels,40000,Engineer,1992-10-28
81564,Martijn,Michaels,40000,Senior Engineer,2001-10-28
81572,Ingemar,DiGiano,40000,Engineer,1987-07-07
81572,Ingemar,DiGiano,40000,Senior Engineer,1994-07-07
81587,Mani,Pluym,40000,Engineer,1991-02-07
81587,Mani,Pluym,40000,Senior Engineer,1996-02-07
81589,Bernd,Wilfing,40000,Engineer,1988-06-03
81589,Bernd,Wilfing,40000,Senior Engineer,1997-06-03
81592,Monique,Rehfuss,75008,Senior Staff,1985-09-30
81594,Saddek,Spinelli,40000,Technique Leader,1991-03-30
81599,Oldrich,Emmerich,40830,Senior Staff,1997-06-08
81599,Oldrich,Emmerich,40830,Staff,1988-06-08
81603,Suzette,Zuberek,68350,Senior Staff,1997-02-03
81603,Suzette,Zuberek,68350,Staff,1988-02-04
81645,Jasminko,Reinhart,40000,Engineer,1987-09-28
81645,Jasminko,Reinhart,40000,Senior Engineer,1992-09-27
81648,Jungsoon,Doering,58756,Engineer,1985-02-19
81648,Jungsoon,Doering,58756,Senior Engineer,1994-02-19
81649,Xuedong,Krohn,62028,Senior Staff,1992-04-17
81649,Xuedong,Krohn,62028,Staff,1986-04-18
81653,Adit,Brobst,40000,Engineer,1996-04-19
81653,Adit,Brobst,40000,Senior Engineer,2001-04-19
81658,Rosine,Pearson,40000,Engineer,1987-04-20
81658,Rosine,Pearson,40000,Senior Engineer,1992-04-19
81660,Arno,Schaap,40000,Senior Staff,1986-01-29
81672,Kazuhito,Aloia,40000,Engineer,1998-09-25
81676,Sham,Wrigley,49226,Senior Staff,1999-08-11
81676,Sham,Wrigley,49226,Staff,1990-08-11
81710,Girolamo,Hennings,48749,Senior Staff,1996-05-31
81710,Girolamo,Hennings,48749,Staff,1988-05-31
81717,Toney,Anguita,72518,Senior Staff,1995-10-16
81717,Toney,Anguita,72518,Staff,1987-10-16
81730,Sergi,DuBourdieux,90708,Senior Staff,2000-12-16
81730,Sergi,DuBourdieux,90708,Staff,1992-12-16
81747,Vitali,Tanemo,80349,Staff,1996-02-14
81751,Ulises,Salinas,40000,Staff,1997-01-01
81755,Peer,Beeson,40000,Senior Staff,2002-02-26
81755,Peer,Beeson,40000,Staff,1997-02-26
81767,Augustine,Matzov,64335,Senior Staff,1994-10-17
81767,Augustine,Matzov,64335,Staff,1988-10-17
81785,Patricia,Rando,65584,Senior Staff,1992-01-24
81785,Patricia,Rando,65584,Staff,1987-01-24
81805,Gianluca,Bail,57069,Engineer,1994-10-28
81805,Gianluca,Bail,57069,Senior Engineer,2001-10-28
81810,Baruch,Schaap,48511,Technique Leader,1985-04-12
81815,Chaitali,Kuhnemann,45896,Engineer,1991-06-29
81815,Chaitali,Kuhnemann,45896,Senior Engineer,1999-06-29
81817,Demos,Aloia,76190,Engineer,1988-06-12
81817,Demos,Aloia,76190,Senior Engineer,1994-06-12
81839,Leah,Curless,40000,Engineer,1995-05-01
81839,Leah,Curless,40000,Senior Engineer,2001-04-30
81847,Ymte,Figueira,40000,Senior Engineer,1985-08-04
81849,Debatosh,Bednarek,66528,Senior Staff,1998-08-24
81851,Dante,Heystek,40000,Engineer,1987-12-26
81851,Dante,Heystek,40000,Senior Engineer,1993-12-25
81856,Masamitsu,Maierhofer,40000,Senior Staff,1997-05-01
81856,Masamitsu,Maierhofer,40000,Staff,1991-05-02
81861,Tesuro,Walstra,54826,Engineer,1988-11-15
81861,Tesuro,Walstra,54826,Senior Engineer,1994-11-15
81872,Shin,Pashtan,40000,Engineer,1998-06-14
81876,Chenye,Shackell,62125,Senior Staff,1994-10-29
81876,Chenye,Shackell,62125,Staff,1987-10-29
81896,Kwan,Bashian,40000,Engineer,1988-11-10
81896,Kwan,Bashian,40000,Senior Engineer,1996-11-10
81900,Mario,Bernatsky,83750,Engineer,1989-08-14
81900,Mario,Bernatsky,83750,Senior Engineer,1995-08-14
81907,Jouko,Merkl,59700,Staff,1999-05-09
81940,Ioana,Siksek,46693,Engineer,1986-01-15
81940,Ioana,Siksek,46693,Senior Engineer,1991-01-15
81973,Shigenori,Panienski,80865,Senior Staff,1992-08-21
81973,Shigenori,Panienski,80865,Staff,1987-08-22
81981,Weicheng,Welham,72635,Engineer,1998-07-19
81988,Lene,Pews,46216,Senior Staff,1991-04-15
81988,Lene,Pews,46216,Staff,1986-04-15
81998,Mari,Iwayama,53285,Senior Staff,1996-05-25
81998,Mari,Iwayama,53285,Staff,1988-05-25
81999,Mabhin,Vigier,40000,Senior Staff,1996-07-17
82002,King,Farris,67766,Senior Staff,1993-05-23
82002,King,Farris,67766,Staff,1985-05-23
82003,Saeko,Tomescu,40000,Engineer,1995-10-24
82003,Saeko,Tomescu,40000,Senior Engineer,2000-10-23
82014,Quingbo,Ariola,40000,Senior Engineer,1996-07-08
82024,Yongqiao,Grospietsch,40000,Engineer,1986-11-04
82024,Yongqiao,Grospietsch,40000,Senior Engineer,1991-11-04
